FILE_NAME,DATE_ANNOTATED,MKGROUP,MKIDS,TOYS,UNKNOWN_GUESS,COMMENTS
20220419_SD02_4379.JPG,6/22/22,Stranger Things,"[0EX, 40J]","Lucky Clover Chew, Grenade",,
20220419_SD02_4382.JPG,6/22/22,Stranger Things,[58I],,,
20220419_SD02_4383.JPG,6/22/22,Stranger Things,[58I],,,
20220419_SD02_4384.JPG,6/22/22,Stranger Things,[58I],,,
20220419_SD02_4387.JPG,6/22/22,Stranger Things,[58I],,,
20220419_SD02_4388.JPG,6/22/22,Stranger Things,[58I],,,
20220419_SD02_4389.JPG,6/22/22,Stranger Things,[58I],,,
20220419_SD02_4390.JPG,6/22/22,Stranger Things,"[58I, Unknown1]",,NN,
20220419_SD02_4399.JPG,6/22/22,Stranger Things,[09X],,,
20220419_SD02_4401.JPG,6/22/22,Stranger Things,[09X],,,
20220419_SD02_4410.JPG,6/22/22,Stranger Things,"[09X, 40J]",,,
20220419_SD02_4411.JPG,6/22/22,Stranger Things,"[09X, 40J]",,,
20220419_SD02_4413.JPG,6/22/22,Stranger Things,"[09X, 40J]",,,
20220419_SD02_4416.JPG,6/22/22,Stranger Things,"[09X, 40J]",,,
20220419_SD02_4417.JPG,6/22/22,Stranger Things,"[09X, 40J]",,,
20220419_SD02_4418.JPG,6/22/22,Stranger Things,[09X],,,
20220419_SD02_4419.JPG,6/22/22,Stranger Things,[09X],,,
20220419_SD02_4420.JPG,6/22/22,Stranger Things,[09X],,,
20220419_SD02_4423.JPG,6/22/22,Stranger Things,[09X],,,
20220419_SD02_4424.JPG,6/22/22,Stranger Things,"[26J, 36J]",,,
20220419_SD02_4425.JPG,6/22/22,Stranger Things,[36J],,,
20220419_SD02_4426.JPG,6/22/22,Stranger Things,"[26J, 36J]",,,
20220419_SD02_4427.JPG,6/22/22,Stranger Things,"[26J, 36J]",,,
20220419_SD02_4428.JPG,6/22/22,Stranger Things,"[26J, 36J]",,,
20220503_SD03_5709.JPG,6/22/22,Stranger Things,[09X],,,
20220503_SD03_5710.JPG,6/22/22,Stranger Things,[09X],,,
20220503_SD03_5712.JPG,6/22/22,Stranger Things,"[0EX, 67K]",,,
20220503_SD03_5713.JPG,6/22/22,Stranger Things,"[0EX, 67K]",,,
20220503_SD03_5714.JPG,6/22/22,Stranger Things,"[0EX, 67K]",,,
20220503_SD03_5715.JPG,6/22/22,Stranger Things,"[0EX, 67K]",,,
20220503_SD03_5717.JPG,6/22/22,Stranger Things,[37I],,,
20220503_SD03_5718.JPG,6/22/22,Stranger Things,[37I],,,
20220503_SD03_5719.JPG,6/22/22,Stranger Things,"[09X, 0EX]",,,
20220503_SD03_5720.JPG,6/22/22,Stranger Things,"[09X, 0EX]",,,
20220503_SD03_5721.JPG,6/22/22,Stranger Things,[68Y],,,
20220503_SD03_5722.JPG,6/22/22,Stranger Things,"[68Y, 26J]",,,
20220503_SD03_5723.JPG,6/22/22,Stranger Things,[68Y],,,
20220503_SD03_5724.JPG,6/22/22,Stranger Things,"[0EX, 67K]",,,
20220503_SD03_5726.JPG,6/22/22,Stranger Things,[26J],,,
20220503_SD03_5727.JPG,6/22/22,Stranger Things,[26J],,,
20220503_SD03_5728.JPG,6/22/22,Stranger Things,[09X],Kong,,
20220503_SD03_5729.JPG,6/22/22,Stranger Things,[09X],Kong,,
20220503_SD03_5730.JPG,6/22/22,Stranger Things,[09X],Kong,,
20220503_SD03_5733.JPG,6/22/22,Stranger Things,[26J],,,
20220503_SD03_5734.JPG,6/22/22,Stranger Things,[26J],,,
20220503_SD03_5741.JPG,6/22/22,Stranger Things,[68Y],,,
20220503_SD03_5742.JPG,6/22/22,Stranger Things,"[0EX, 67K]",,,
20220503_SD03_5745.JPG,6/22/22,Stranger Things,[36J],,,
20220503_SD03_5746.JPG,6/22/22,Stranger Things,[36J],,,
20220503_SD03_5748.JPG,6/22/22,Stranger Things,"[0EX, 67K]",,,
20220503_SD03_5749.JPG,6/22/22,Stranger Things,[37I],Kong,,
20220503_SD03_5750.JPG,6/22/22,Stranger Things,[37I],Kong,,
20220503_SD03_5752.JPG,6/22/22,Stranger Things,[58I],,,
20220503_SD03_5753.JPG,6/22/22,Stranger Things,[58I],,,
20220503_SD03_5759.JPG,6/22/22,Stranger Things,[58I],,,
20220503_SD03_5847.JPG,6/22/22,Stranger Things,"[0FL, 46J, Unknown1]",,NN,
20220503_SD03_5852.JPG,6/22/22,Stranger Things,"[09X, Unknown1]",,NN,
20220621_SD02_6986.JPG,6/22/22,Stranger Things,"[0EX, 67K]",,,
20220621_SD02_6988.JPG,6/22/22,Stranger Things,"[0EX, 67K]",,,
20220621_SD02_6989.JPG,6/22/22,Stranger Things,"[0EX, 67K]",,,
20220621_SD02_6990.JPG,6/22/22,Stranger Things,[DF2I],Grenade,,
20220621_SD02_6991.JPG,6/22/22,Stranger Things,[DF2I],Grenade,,
20220621_SD02_6992.JPG,6/22/22,Stranger Things,[DF2I],Grenade,,
20220621_SD02_7000.JPG,6/22/22,Stranger Things,[68Y],,,
20220621_SD02_7001.JPG,6/22/22,Stranger Things,[68Y],,,
20220621_SD02_7003.JPG,6/22/22,Stranger Things,"[0EX, 67K]",,,
20220621_SD02_7014.JPG,6/22/22,Stranger Things,[09X],Dental Kong,,
20220621_SD02_7015.JPG,6/22/22,Stranger Things,[09X],Dental Kong,,
20220621_SD02_7016.JPG,6/22/22,Stranger Things,[DF2I],,,
20220621_SD02_7021.JPG,6/22/22,Stranger Things,[DF2I],Grenade,,
20220621_SD02_7023.JPG,6/22/22,Stranger Things,[DF2I],,,
20220621_SD02_7027.JPG,6/22/22,Stranger Things,"[26J, Unknown1]",,NN,
20220621_SD02_7028.JPG,6/22/22,Stranger Things,[26J],,,
20220621_SD02_7031.JPG,6/22/22,Stranger Things,[26J],,,
20220621_SD02_7032.JPG,6/22/22,Stranger Things,[26J],,,
20220621_SD02_7033.JPG,6/22/22,Stranger Things,"[68Y, 26J]",,,
20220621_SD02_7034.JPG,6/22/22,Stranger Things,"[68Y, 26J]",,,
20220621_SD02_7035.JPG,6/22/22,Stranger Things,"[68Y, 26J]",,,
20220621_SD02_7036.JPG,6/22/22,Stranger Things,"[68Y, 26J]",,,
20220621_SD02_7037.JPG,6/22/22,Stranger Things,"[68Y, 26J]",,,
20220621_SD02_7038.JPG,6/22/22,Stranger Things,"[68Y, 26J]",,,
20220621_SD02_7039.JPG,6/22/22,Stranger Things,"[68Y, 26J]",,,
20220621_SD02_7040.JPG,6/22/22,Stranger Things,"[68Y, 26J]",,,
20220621_SD02_7041.JPG,6/22/22,Stranger Things,"[68Y, 26J]",,,
20220621_SD02_7042.JPG,6/22/22,Stranger Things,"[68Y, 26J]",,,
20220621_SD02_7043.JPG,6/22/22,Stranger Things,"[68Y, 26J]",,,
20220621_SD02_7044.JPG,6/22/22,Stranger Things,"[68Y, 26J]",,,
20220621_SD02_7045.JPG,6/22/22,Stranger Things,"[68Y, 26J]",,,
20220621_SD02_7046.JPG,6/22/22,Stranger Things,[26J],,,
20220621_SD02_7047.JPG,6/22/22,Stranger Things,[26J],Grenade,,
20220621_SD02_7048.JPG,6/22/22,Stranger Things,[37I],,,
20220621_SD02_7049.JPG,6/22/22,Stranger Things,[37I],,,
20220621_SD02_7050.JPG,6/22/22,Stranger Things,[68Y],Megalast Ball,,
20220621_SD02_7051.JPG,6/22/22,Stranger Things,[68Y],Megalast Ball,,
20220621_SD02_7052.JPG,6/22/22,Stranger Things,[68Y],Megalast Ball,,
20220621_SD02_7053.JPG,6/22/22,Stranger Things,[68Y],Megalast Ball,,
20220621_SD02_7054.JPG,6/22/22,Stranger Things,[68Y],Megalast Ball,,
20220621_SD02_7055.JPG,6/22/22,Stranger Things,"[68Y, Unknown1]",Megalast Ball,NN,
20220621_SD02_7056.JPG,6/22/22,Stranger Things,[68Y],Megalast Ball,,
20220621_SD02_7057.JPG,6/22/22,Stranger Things,[68Y],Megalast Ball,,
20220621_SD02_7058.JPG,6/22/22,Stranger Things,"[68Y, 37I]",Megalast Ball,,
20220621_SD02_7059.JPG,6/22/22,Stranger Things,"[37I, 68Y, Unknown1]",Megalast Ball,NN,
20220621_SD02_7060.JPG,6/22/22,Stranger Things,[68Y],,,
20220621_SD02_7061.JPG,6/22/22,Stranger Things,[68Y],,,
20220621_SD02_7062.JPG,6/22/22,Stranger Things,[68Y],,,
20220621_SD02_7064.JPG,6/22/22,Stranger Things,[26J],,,
20220621_SD02_7065.JPG,6/22/22,Stranger Things,[26J],,,
20220621_SD02_7066.JPG,6/22/22,Stranger Things,[DF2I],,,
20220621_SD02_7067.JPG,6/22/22,Stranger Things,"[0EX, 67K]",,,
20220621_SD02_7071.JPG,6/22/22,Stranger Things,[68Y],,,
20220621_SD02_7074.JPG,6/22/22,Stranger Things,[DF2I],Grenade,,
20220621_SD02_7077.JPG,6/22/22,Stranger Things,[DF2I],Grenade,,
20220621_SD02_7080.JPG,6/22/22,Stranger Things,"[0EX, 67K]",,,
20220621_SD02_7082.JPG,6/22/22,Stranger Things,"[0EX, 67K]",,,
20220621_SD02_7083.JPG,6/22/22,Stranger Things,"[0EX, 67K]",,,
20220621_SD02_7088.JPG,6/22/22,Stranger Things,"[DF2I, Unknown1]",,Adult Female,
20220621_SD02_7089.JPG,6/22/22,Stranger Things,"[DF2I, Unknown1]",,Adult Female,
20220621_SD02_7092.JPG,6/22/22,Stranger Things,[36J],,,
20220621_SD02_7093.JPG,6/22/22,Stranger Things,[36J],,,
20220621_SD02_7095.JPG,6/22/22,Stranger Things,[36J],Grenade,,
20220621_SD02_7102.JPG,6/22/22,Stranger Things,[58I],"Megalast Ball, Zyro",,
20220621_SD02_7103.JPG,6/22/22,Stranger Things,[58I],"Megalast Ball, Zyro",,
20220621_SD02_7105.JPG,6/22/22,Stranger Things,[37I],Grenade,,
20220621_SD02_7108.JPG,6/22/22,Stranger Things,[37I],Grenade,,
20220621_SD02_7109.JPG,6/22/22,Stranger Things,"[68Y, 37I, 26J, Unknown1]",,Juvenile,
20220621_SD02_7110.JPG,6/22/22,Stranger Things,"[68Y, 37I, 26J, Unknown1]",,Juvenile,
20220621_SD02_7111.JPG,6/22/22,Stranger Things,[68Y],Kong,,
20220621_SD02_7112.JPG,6/22/22,Stranger Things,[68Y],Kong,,
20220621_SD02_7113.JPG,6/22/22,Stranger Things,[68Y],Kong,,
20220621_SD02_7114.JPG,6/22/22,Stranger Things,[68Y],Kong,,
20220621_SD02_7115.JPG,6/22/22,Stranger Things,"[68Y, 26J]",Kong,,
20220621_SD02_7116.JPG,6/22/22,Stranger Things,[0FL],"Dental Star, Grenade",,
20220621_SD02_7118.JPG,6/22/22,Stranger Things,[58I],,,
20220621_SD02_7119.JPG,6/22/22,Stranger Things,"[0EX, 67K]",,,
20220621_SD02_7120.JPG,6/22/22,Stranger Things,"[0EX, 67K]",,,
20220621_SD02_7121.JPG,6/22/22,Stranger Things,"[36J, Unknown1]",,Juvenile,
20220621_SD02_7122.JPG,6/22/22,Stranger Things,[0FL],Grenade,,
20220621_SD02_7123.JPG,6/22/22,Stranger Things,"[0FL, Unknown1]",Grenade,NN,
20220621_SD02_7124.JPG,6/22/22,Stranger Things,[68Y],,,
20220621_SD02_7125.JPG,6/22/22,Stranger Things,[68Y],,,
20220621_SD02_7126.JPG,6/22/22,Stranger Things,[68Y],,,
20220621_SD02_7127.JPG,6/22/22,Stranger Things,[68Y],,,
20220621_SD02_7128.JPG,6/22/22,Stranger Things,[68Y],,,
20220621_SD02_7130.JPG,6/22/22,Stranger Things,[68Y],,,
20220621_SD02_7131.JPG,6/22/22,Stranger Things,"[0EX, 67K]",,,
20220621_SD02_7132.JPG,6/22/22,Stranger Things,"[68Y, Unknown1, Unknown2]",,"Juvenile, Adult Female",
20220621_SD02_7133.JPG,6/22/22,Stranger Things,"[0FL, Unknown1]",,Juvenile,
20220621_SD02_7135.JPG,6/22/22,Stranger Things,[36J],,,
20220621_SD02_7136.JPG,6/22/22,Stranger Things,[36J],,,
20220621_SD02_7137.JPG,6/22/22,Stranger Things,[36J],,,
20220621_SD02_7138.JPG,6/22/22,Stranger Things,[36J],,,
20220621_SD02_7139.JPG,6/22/22,Stranger Things,[36J],,,
20220621_SD02_7140.JPG,6/22/22,Stranger Things,"[0EX, 36J, 67K]",,,
20220621_SD02_7141.JPG,6/22/22,Stranger Things,"[0EX, 36J]",,,
20220621_SD02_7143.JPG,6/22/22,Stranger Things,"[DF2I, Unknown1]",Kong,NN,
20220621_SD02_7144.JPG,6/22/22,Stranger Things,"[DF2I, Unknown1]",Kong,NN,
20220621_SD02_7145.JPG,6/22/22,Stranger Things,"[DF2I, 0FL, Unknown1]",Kong,NN,
20220621_SD02_7146.JPG,6/22/22,Stranger Things,"[DF2I, 0FL, Unknown1]",Kong,NN,
20220621_SD02_7147.JPG,6/22/22,Stranger Things,"[DF2I, 0FL, Unknown1]",Kong,NN,
20220621_SD02_7148.JPG,6/22/22,Stranger Things,"[DF2I, 09X, 0FL]",Kong,,
20220621_SD02_7150.JPG,6/22/22,Stranger Things,[DF2I],Kong,,
20220621_SD02_7152.JPG,6/22/22,Stranger Things,"[DF2I, 09X, 0FL]",Kong,,
20220621_SD02_7153.JPG,6/22/22,Stranger Things,"[DF2I, 09X, 0FL]",Kong,,
20220621_SD02_7155.JPG,6/22/22,Stranger Things,"[68Y, 26J]",,,
20220621_SD02_7158.JPG,6/22/22,Stranger Things,"[68Y, 26J]",,,
20220621_SD02_7159.JPG,6/22/22,Stranger Things,"[68Y, 26J]",,,
20220621_SD02_7160.JPG,6/22/22,Stranger Things,"[68Y, 26J]",,,
20220621_SD02_7161.JPG,6/22/22,Stranger Things,"[68Y, 26J]",,,
20220621_SD02_7162.JPG,6/22/22,Stranger Things,"[68Y, 26J]",,,
20220621_SD02_7163.JPG,6/22/22,Stranger Things,"[68Y, 26J]",,,
20220621_SD02_7164.JPG,6/22/22,Stranger Things,"[68Y, 26J, Unknown1]",,NN,
20220621_SD02_7167.JPG,6/22/22,Stranger Things,"[09X, 0FL, 67K]",,,
20220621_SD02_7168.JPG,6/22/22,Stranger Things,"[09X, 0FL]",,,
20220621_SD02_7169.JPG,6/22/22,Stranger Things,"[09X, 0FL, 67K]",,,
20220621_SD02_7170.JPG,6/22/22,Stranger Things,"[0EX, 67K]",,,
20220621_SD02_7171.JPG,6/22/22,Stranger Things,"[0EX, 67K]",,,
20220621_SD02_7172.JPG,6/22/22,Stranger Things,"[0EX, 67K, Unknown1]",,NN,
20220621_SD02_7173.JPG,6/22/22,Stranger Things,"[0EX, 67K, Unknown1]",,NN,
20220621_SD02_7174.JPG,6/22/22,Stranger Things,"[0EX, 67K, Unknown1]",,NN,
20220621_SD02_7175.JPG,6/22/22,Stranger Things,[0EX],,,
20220621_SD02_7176.JPG,6/22/22,Stranger Things,[0EX],,NN,
20220621_SD02_7177.JPG,6/22/22,Stranger Things,"[0EX, Unknown1]",,NN,
20220621_SD02_7178.JPG,6/22/22,Stranger Things,"[0EX, Unknown1]",,NN,
20220621_SD02_7179.JPG,6/22/22,Stranger Things,"[0EX, 67K, Unknown1, Unknown2]",,"K, NN",
20220621_SD02_7180.JPG,6/22/22,Stranger Things,"[0EX, 67K, Unknown1]",,NN,
20220621_SD02_7181.JPG,6/22/22,Stranger Things,"[0EX, 67K]",,,
20220621_SD02_7182.JPG,6/22/22,Stranger Things,"[0EX, 67K]",,,
20220621_SD02_7183.JPG,6/22/22,Stranger Things,"[0EX, 67K, Unknown1]",,NN,
20220621_SD02_7184.JPG,6/22/22,Stranger Things,"[0EX, 67K, Unknown1]",,NN,
20220621_SD02_7185.JPG,6/22/22,Stranger Things,"[0EX, 67K]",,,
20220621_SD02_7186.JPG,6/22/22,Stranger Things,[37I],,,
20220621_SD02_7187.JPG,6/22/22,Stranger Things,[37I],,,
20220621_SD02_7188.JPG,6/22/22,Stranger Things,[37I],,,
20220621_SD02_7189.JPG,6/22/22,Stranger Things,[37I],,,
20220621_SD02_7191.JPG,6/22/22,Stranger Things,"[37I, Unknown1]",,NN,
20220621_SD02_7192.JPG,6/22/22,Stranger Things,"[37I, Unknown1]",,NN,
20220621_SD02_7194.JPG,6/22/22,Stranger Things,"[37I, Unknown1]",,NN,
20220621_SD02_7195.JPG,6/22/22,Stranger Things,"[37I, Unknown1]",,NN,
20220621_SD02_7201.JPG,6/22/22,Stranger Things,"[09X, 0FL, 37I]",Dental Star,,
20220621_SD02_7204.JPG,6/22/22,Stranger Things,"[09X, 0FL, 37I, Unknown1]","Dental Star, Kong",NN,
20220621_SD02_7208.JPG,6/22/22,Stranger Things,"[09X, 0FL, 37I, Unknown1]",Dental Star,NN,
20220621_SD02_7209.JPG,6/22/22,Stranger Things,"[09X, 0FL, 37I]","Dental Star, Kong",,
20220621_SD02_7210.JPG,6/22/22,Stranger Things,"[09X, 0FL, 37I]",Dental Star,,
20220621_SD02_7211.JPG,6/22/22,Stranger Things,"[09X, 0FL, 37I]",Dental Star,,
20220621_SD02_7212.JPG,6/22/22,Stranger Things,"[09X, 0FL, 37I, 40J]",Dental Star,,
20220621_SD02_7213.JPG,6/22/22,Stranger Things,"[09X, 0FL, 37I, 40J]",Kong,,
20220621_SD02_7214.JPG,6/22/22,Stranger Things,"[09X, 0FL, 37I, 40J]","Dental Star, Kong",,
20220621_SD02_7215.JPG,6/22/22,Stranger Things,"[09X, 0FL, 37I, 40J]","Dental Star, Kong",,
20220621_SD02_7216.JPG,6/22/22,Stranger Things,"[09X, 0FL, 37I, 40J]","Dental Star, Kong",,
