file_name,bndbox_name,coordinates
20220308_SD02_2974.JPG,151J_Face,"(0.565076, 0.46862000000000004, 0.7277659999999999, 0.70293)"
20220308_SD02_2974.JPG,151J_Body,"(0.555315, 0.45723, 0.9132319999999999, 0.9112049999999999)"
20220308_SD02_2981.JPG,94B_Body,"(0.218216, 0.10901899999999999, 0.600324, 0.9194979999999999)"
20220308_SD02_2981.JPG,94B_Face,"(0.288503, 0.10901899999999999, 0.49783099999999997, 0.406788)"
20220308_SD02_2982.JPG,7124_Face,"(0.061369, 0.17771499999999998, 0.5692539999999999, 0.43582499999999996)"
20220308_SD02_2982.JPG,7124_Body,"(0.050788, 0.16947099999999998, 0.6687139999999999, 0.843441)"
20220308_SD02_2982.JPG,110E_Face,"(0.45498000000000005, 0.272214, 0.869752, 0.543018)"
20220308_SD02_2982.JPG,110E_Body,"(0.45498000000000005, 0.26798299999999997, 0.988258, 1.0)"
20220308_SD02_2982.JPG,151J_Face,"(0.5671379999999999, 0.533145, 0.719503, 0.71086)"
20220308_SD02_2984.JPG,7124_Face,"(0.275488, 0.063459, 0.633406, 0.55974)"
20220308_SD02_2984.JPG,7124_Body,"(0.272236, 0.06834000000000001, 0.81779, 1.0)"
20220308_SD02_2986.JPG,72X_Face,"(0.012697, 0.057828, 0.8253119999999999, 0.534556)"
20220308_SD02_2986.JPG,72X_Body,"(0.012697, 0.057828, 0.997884, 1.0)"
20220308_SD02_2987.JPG,72X_Body,"(0.0, 0.018335999999999998, 1.0, 1.0)"
20220308_SD02_2987.JPG,72X_Face,"(0.086764, 0.029619, 0.933238, 0.558533)"
20220308_SD02_2988.JPG,67G_Face,"(0.330125, 0.059238, 0.770291, 0.331453)"
20220308_SD02_2988.JPG,67G_Body,"(0.101577, 0.057828, 0.9755609999999999, 0.9746119999999999)"
20220308_SD02_2991.JPG,67G_Body,"(0.27722, 0.10860399999999999, 0.9988389999999999, 0.963329)"
20220308_SD02_2991.JPG,67G_Face,"(0.408424, 0.12129799999999999, 0.812615, 0.393512)"
20220308_SD02_2993.JPG,143H_Body,"(0.006349, 0.045529, 0.857055, 1.0)"
20220308_SD02_2993.JPG,143H_Face,"(0.28356899999999996, 0.045134, 0.8422419999999999, 0.409027)"
20220308_SD02_2994.JPG,143H_Body,"(0.008465, 0.007052, 0.9417019999999999, 1.0)"
20220308_SD02_2994.JPG,143H_Face,"(0.40207499999999996, 0.008463, 0.929005, 0.380818)"
20220308_SD02_2995.JPG,143H_Body,"(0.0, 0.0, 0.945935, 0.988717)"
20220308_SD02_2995.JPG,143H_Face,"(0.45074699999999995, 0.0, 0.9586319999999999, 0.324401)"
20220308_SD02_2996.JPG,143H_Body,"(0.005423, 0.0, 0.8915400000000001, 1.0)"
20220308_SD02_2996.JPG,143H_Face,"(0.406725, 0.0, 0.907809, 0.561368)"
20220308_SD02_3000.JPG,143H_Face,"(0.281453, 0.040902999999999995, 0.789337, 0.372355)"
20220308_SD02_3000.JPG,143H_Body,"(0.0, 0.023977, 0.945935, 1.0)"
20220308_SD02_3001.JPG,67G_Face,"(0.378797, 0.13822299999999998, 0.755478, 0.410437)"
20220308_SD02_3001.JPG,67G_Body,"(0.006349, 0.111425, 0.850706, 1.0)"
20220308_SD02_3002.JPG,67G_Face,"(0.33859, 0.122708, 0.727968, 0.40197499999999997)"
20220308_SD02_3002.JPG,67G_Body,"(0.055021, 0.10155099999999999, 0.791453, 1.0)"
20220308_SD02_3003.JPG,72X_Face,"(0.124855, 0.0, 0.931121, 0.468265)"
20220308_SD02_3003.JPG,72X_Body,"(0.004232, 0.0028209999999999997, 1.0, 1.0)"
20220308_SD02_3004.JPG,72X_Face,"(0.20527, 0.0056419999999999994, 0.9607479999999999, 0.48237)"
20220308_SD02_3004.JPG,72X_Body,"(0.0, 0.012693999999999999, 1.0, 1.0)"
20220308_SD02_3012.JPG,69X_Face,"(0.266639, 0.188999, 0.895146, 0.592384)"
20220308_SD02_3012.JPG,69X_Body,"(0.0, 0.17771499999999998, 0.926889, 1.0)"
20220308_SD02_3013.JPG,69X_Face,"(0.192573, 0.102962, 0.835893, 0.51481)"
20220308_SD02_3013.JPG,69X_Body,"(0.004232, 0.10437199999999999, 0.846474, 1.0)"
20220308_SD02_3015.JPG,87J_Body,"(0.13472499999999998, 0.497884, 1.0, 1.0)"
20220308_SD02_3015.JPG,87J_Face,"(0.565021, 0.499295, 0.907843, 0.7461209999999999)"
20220308_SD02_3015.JPG,94B_Body,"(0.0, 0.07757399999999999, 0.950167, 0.874471)"
20220308_SD02_3015.JPG,94B_Face,"(0.440166, 0.08885799999999999, 0.888798, 0.37799699999999997)"
20220308_SD02_3016.JPG,94B_Face,"(0.505768, 0.139633, 0.9586319999999999, 0.403385)"
20220308_SD02_3016.JPG,94B_Body,"(0.035975, 0.126939, 1.0, 0.980254)"
20220308_SD02_3017.JPG,94B_Face,"(0.41265599999999997, 0.098731, 0.8803329999999999, 0.396333)"
20220308_SD02_3017.JPG,94B_Body,"(0.0, 0.107193, 0.933238, 0.954866)"
20220308_SD02_3022.JPG,14F_Face,"(0.17141099999999998, 0.181946, 0.584067, 0.45839199999999997)"
20220308_SD02_3022.JPG,14F_Body,"(0.093112, 0.17771499999999998, 1.0, 1.0)"
20220308_SD02_3022.JPG,Toy-Unknown,"(0.0, 0.895628, 0.16083, 1.0)"
20220308_SD02_3023.JPG,19J_Face,"(0.28356899999999996, 0.365303, 0.54386, 0.531735)"
20220308_SD02_3023.JPG,19J_Body,"(0.266639, 0.35543, 0.70469, 0.878702)"
20220308_SD02_3026.JPG,101G_Face,"(0.006349, 0.0, 1.0, 0.8349789999999999)"
20220308_SD02_3027.JPG,101G_Face,"(0.0, 0.0, 1.0, 0.877292)"
20220308_SD02_3029.JPG,14F_Body,"(0.190457, 0.125529, 1.0, 0.877292)"
20220308_SD02_3029.JPG,Toy-Unknown,"(0.7477809999999999, 0.818182, 1.0, 0.9786100000000001)"
20220308_SD02_3029.JPG,14F_Face,"(0.19680499999999998, 0.12976000000000001, 0.600997, 0.359661)"
20220308_SD02_3031.JPG,G701_Face,"(0.194689, 0.262341, 0.537511, 0.479549)"
20220308_SD02_3031.JPG,G701_Body,"(0.008465, 0.255289, 0.852823, 0.90268)"
20220308_SD02_3031.JPG,68F_Body,"(0.890914, 0.455571, 1.0, 0.9520449999999999)"
20220308_SD02_3032.JPG,68F_Face,"(0.560789, 0.300423, 0.852823, 0.51763)"
20220308_SD02_3032.JPG,68F_Body,"(0.131203, 0.307475, 0.852823, 1.0)"
20220308_SD02_3032.JPG,G701_Body,"(0.0, 0.541608, 0.11639000000000001, 0.9675600000000001)"
20220308_SD02_3033.JPG,68F_Body,"(0.778756, 0.31875899999999996, 1.0, 1.0)"
20220308_SD02_3033.JPG,G701_Face,"(0.266639, 0.275035, 0.620042, 0.49365299999999995)"
20220308_SD02_3033.JPG,G701_Body,"(0.002116, 0.266573, 0.774524, 0.9619179999999999)"
20220308_SD02_3034.JPG,14F_Body,"(0.078299, 0.102962, 1.0, 0.9153739999999999)"
20220308_SD02_3034.JPG,14F_Face,"(0.349171, 0.102962, 0.857055, 0.445698)"
20220308_SD02_3035.JPG,14F_Face,"(0.29203399999999996, 0.078984, 0.7681749999999999, 0.396333)"
20220308_SD02_3035.JPG,14F_Body,"(0.006349, 0.086037, 0.9417019999999999, 0.911142)"
20220308_SD02_3036.JPG,14F_Face,"(0.357635, 0.142454, 0.799918, 0.454161)"
20220308_SD02_3036.JPG,14F_Body,"(0.025394, 0.091678, 0.971329, 0.9252469999999999)"
20220308_SD02_3039.JPG,14F_Face,"(0.46767699999999995, 0.255289, 0.8231959999999999, 0.48942199999999997)"
20220308_SD02_3039.JPG,14F_Body,"(0.46132799999999996, 0.262341, 1.0, 0.9478139999999999)"
20220308_SD02_3039.JPG,19J_Face,"(0.156598, 0.26093099999999997, 0.40419099999999997, 0.425952)"
20220308_SD02_3039.JPG,19J_Body,"(0.152365, 0.24823699999999999, 0.529046, 0.7334269999999999)"
20220317_SD02_3089.JPG,Unknown Body,"(0.728653, 0.0, 1.0, 1.0)"
20220317_SD02_3089.JPG,151J Body,"(0.072395, 0.509626, 0.45187000000000005, 1.0)"
20220317_SD02_3089.JPG,151J Face,"(0.195704, 0.500078, 0.453461, 0.815163)"
20220317_SD02_3089.JPG,110E Body,"(0.257757, 0.003581, 0.902944, 1.0)"
20220317_SD02_3089.JPG,110E Face,"(0.25934799999999997, 0.0, 0.578361, 0.352084)"
20220317_SD02_3096.JPG,7124 Face,"(0.06988000000000001, 0.034612, 0.8512329999999999, 1.0)"
20220317_SD02_3096.JPG,7124 Body,"(0.0032129999999999997, 0.038560000000000004, 0.889157, 1.0)"
20220317_SD02_3103.JPG,110E Face,"(0.235888, 0.22994699999999998, 0.736548, 0.57754)"
20220317_SD02_3103.JPG,110E Body,"(0.003209, 0.224599, 0.734943, 1.0)"
20220317_SD02_3103.JPG,151J Face,"(0.362658, 0.6524059999999999, 0.7028500000000001, 0.916578)"
20220317_SD02_3103.JPG,151J Body,"(0.356239, 0.6470589999999999, 0.709268, 1.0)"
20220317_SD02_3105.JPG,7124 Body,"(0.170281, 0.104836, 0.968675, 1.0)"
20220317_SD02_3105.JPG,7124 Face,"(0.255422, 0.110861, 0.506827, 0.8290449999999999)"
20220317_SD02_3111.JPG,49Y Face,"(0.262407, 0.1622, 0.6094609999999999, 0.455571)"
20220317_SD02_3111.JPG,49Y Body,"(0.165062, 0.16079000000000002, 0.753362, 1.0)"
20220317_SD02_3111.JPG,Unknown Face,"(0.2, 0.24052, 0.267391, 0.340495)"
20220317_SD02_3111.JPG,Unknown Body,"(0.184783, 0.250662, 0.8326089999999999, 0.980914)"
20220317_SD02_3112.JPG,49Y Body,"(0.20058499999999999, 0.12192499999999999, 0.903434, 1.0)"
20220317_SD02_3112.JPG,79G Face,"(0.5118929999999999, 0.055615, 0.844061, 0.285561)"
20220317_SD02_3112.JPG,79G Body,"(0.497451, 0.050267, 0.847271, 0.500535)"
20220317_SD02_3112.JPG,49Y Face,"(0.264772, 0.114439, 0.62743, 0.403209)"
20220317_SD02_3113.JPG,79G Face,"(0.23749299999999998, 0.134759, 0.5728700000000001, 0.33369000000000004)"
20220317_SD02_3113.JPG,79G Body,"(0.224655, 0.13048099999999999, 0.834433, 0.9508019999999999)"
20220317_SD02_3113.JPG,49Y Face,"(0.39475099999999996, 0.26631000000000005, 0.824805, 0.527273)"
20220317_SD02_3113.JPG,49Y Body,"(0.162073, 0.26738, 0.8376429999999999, 1.0)"
20220317_SD02_3114.JPG,68E Face,"(0.276005, 0.285561, 0.653104, 0.513369)"
20220317_SD02_3114.JPG,68E Body,"(0.15084, 0.291979, 0.921086, 1.0)"
20220317_SD02_3116.JPG,167I Face,"(0.290447, 0.541176, 0.569661, 0.7176469999999999)"
20220317_SD02_3116.JPG,167I Body,"(0.208608, 0.544385, 0.625825, 1.0)"
20220317_SD02_3116.JPG,86I Face,"(0.370681, 0.336898, 0.659523, 0.500535)"
20220317_SD02_3116.JPG,86I Body,"(0.359448, 0.339037, 1.0, 1.0)"
20220317_SD02_3118.JPG,79G Face,"(0.14763, 0.027807, 0.736548, 0.452406)"
20220317_SD02_3118.JPG,79G Body,"(0.144421, 0.033155, 1.0, 1.0)"
20220317_SD02_3119.JPG,59E Face,"(0.144421, 0.20107000000000003, 0.8777600000000001, 0.9475939999999999)"
20220317_SD02_3119.JPG,59E Body,"(0.308098, 0.19572199999999998, 0.64829, 0.413904)"
20220317_SD02_3119.JPG,134J Body,"(0.187747, 0.420321, 0.543986, 0.9112300000000001)"
20220317_SD02_3119.JPG,134J  Face,"(0.21181799999999998, 0.412834, 0.492637, 0.582888)"
20220317_SD02_3120.JPG,134J  Face,"(0.359104, 0.5777639999999999, 0.5375719999999999, 0.853096)"
20220317_SD02_3120.JPG,134J Body,"(0.35404599999999997, 0.575596, 0.561416, 1.0)"
20220317_SD02_3120.JPG,59E Face,"(0.432081, 0.20920899999999998, 0.6676300000000001, 0.548496)"
20220317_SD02_3120.JPG,59E Body,"(0.32297699999999996, 0.21137699999999998, 0.822977, 1.0)"
20220317_SD02_3120.JPG,167I Face,"(0.092486, 0.164766, 0.279624, 0.524648)"
20220317_SD02_3121.JPG,167I Face,"(0.18293299999999998, 0.054544999999999996, 0.8922019999999999, 0.626738)"
20220317_SD02_3121.JPG,167I Body,"(0.0016049999999999999, 0.0, 1.0, 1.0)"
20220317_SD02_3122.JPG,68E Face,"(0.176515, 0.002139, 1.0, 0.674866)"
20220317_SD02_3122.JPG,68E Body,"(0.0, 0.002139, 1.0, 1.0)"
20220317_SD02_3125.JPG,Toy-Dental Star,"(0.6565219999999999, 0.727354, 0.947826, 0.8258800000000001)"
20220317_SD02_3125.JPG,Unknown Body,"(0.467391, 0.0, 0.615217, 0.11301499999999999)"
20220317_SD02_3125.JPG,Unknown Face,"(0.291304, 0.308618, 0.526087, 0.45061199999999996)"
20220317_SD02_3125.JPG,Unknown Body,"(0.22608699999999998, 0.302823, 0.680435, 0.7331500000000001)"
20220317_SD02_3126.JPG,167I Face,"(0.008022999999999999, 0.164706, 0.523125, 0.5754009999999999)"
20220317_SD02_3126.JPG,167I Body,"(0.0, 0.002139, 1.0, 1.0)"
20220317_SD02_3129.JPG,68E Face,"(0.14763, 0.18823499999999999, 0.8970159999999999, 0.660963)"
20220317_SD02_3129.JPG,68E Body,"(0.141212, 0.185027, 1.0, 1.0)"
20220317_SD02_3130.JPG,79G Face,"(0.215027, 0.2, 0.970831, 0.7390369999999999)"
20220317_SD02_3130.JPG,79G Body,"(0.0, 0.050267, 1.0, 1.0)"
20220317_SD02_3131.JPG,Unknown Face,"(0.0, 0.904813, 0.42042599999999997, 1.0)"
20220317_SD02_3131.JPG,Unknown Body,"(0.364262, 0.559358, 0.712478, 1.0)"
20220317_SD02_3131.JPG,Unknown Face,"(0.42524000000000006, 0.662032, 0.6515000000000001, 0.826738)"
20220317_SD02_3131.JPG,167I Face,"(0.49584599999999995, 0.18395699999999998, 0.945156, 0.527273)"
20220317_SD02_3131.JPG,167I Body,"(0.003209, 0.002139, 0.946761, 1.0)"
20220317_SD02_3132.JPG,59E Face,"(0.300075, 0.279144, 0.707664, 0.522995)"
20220317_SD02_3132.JPG,59E Body,"(0.0, 0.277005, 0.885783, 1.0)"
20220317_SD02_3132.JPG,Unknown Body,"(0.0, 0.35401099999999996, 0.22786399999999998, 0.712299)"
20220317_SD02_3133.JPG,59E Face,"(0.33056399999999997, 0.135829, 0.678779, 0.339037)"
20220317_SD02_3133.JPG,59E Body,"(0.020860999999999998, 0.131551, 0.8536889999999999, 0.9358289999999999)"
20220317_SD02_3133.JPG,134J  Face,"(0.507079, 0.344385, 0.770246, 0.515508)"
20220317_SD02_3133.JPG,134J Body,"(0.195771, 0.34973299999999996, 0.767037, 0.908021)"
20220317_SD02_3142.JPG,86I Face,"(0.128374, 0.164706, 0.754199, 0.655615)"
20220317_SD02_3142.JPG,86I Body,"(0.117142, 0.164706, 0.7814789999999999, 1.0)"
20220317_SD02_3143.JPG,68E Body,"(0.0016049999999999999, 0.24492000000000003, 0.767037, 0.9486629999999999)"
20220317_SD02_3143.JPG,68E Face,"(0.378704, 0.251337, 0.709268, 0.482353)"
20220317_SD02_3144.JPG,79G Face,"(0.131584, 0.055615, 1.0, 0.848128)"
20220317_SD02_3144.JPG,79G Body,"(0.0, 0.057754, 1.0, 1.0)"
20220317_SD02_3144.JPG,Unknown Face,"(0.0, 0.005796, 0.61087, 0.476692)"
20220317_SD02_3148.JPG,49Y Face,"(0.12677000000000002, 0.062032, 1.0, 0.823529)"
20220317_SD02_3148.JPG,49Y Body,"(0.0, 0.069519, 1.0, 1.0)"
20220317_SD02_3148.JPG,Unknown Face,"(0.0, 0.037672, 0.291304, 0.469448)"
20220317_SD02_3148.JPG,Unknown Body,"(0.0, 0.047813999999999995, 0.304348, 1.0)"
20220317_SD02_3151.JPG,68E Body,"(0.004814, 0.00107, 1.0, 1.0)"
20220317_SD02_3151.JPG,68E Face,"(0.019256, 0.002139, 0.9098529999999999, 0.5625669999999999)"
20220317_SD02_3152.JPG,86I Body,"(0.0016049999999999999, 0.098396, 0.8922019999999999, 1.0)"
20220317_SD02_3152.JPG,86I Face,"(0.29847, 0.098396, 0.734943, 0.38930499999999996)"
20220317_SD02_3153.JPG,86I Face,"(0.20219, 0.453476, 0.612987, 0.708021)"
20220317_SD02_3153.JPG,86I Body,"(0.107514, 0.452406, 0.659523, 1.0)"
20220317_SD02_3153.JPG,Unknown Face,"(0.15084, 0.087701, 0.505474, 0.312299)"
20220317_SD02_3153.JPG,Unknown Body,"(0.086653, 0.087701, 0.616197, 0.628877)"
20220317_SD02_3154.JPG,Unknown Face,"(0.36907599999999996, 0.072727, 0.718896, 0.27807499999999996)"
20220317_SD02_3154.JPG,86I Face,"(0.295261, 0.413904, 0.69964, 0.6673800000000001)"
20220317_SD02_3154.JPG,86I Body,"(0.085048, 0.413904, 0.828015, 1.0)"
20220317_SD02_3154.JPG,Unknown Body,"(0.23909699999999998, 0.072727, 0.816782, 0.618182)"
20220317_SD02_3155.JPG,134J  Face,"(0.19898000000000002, 0.459893, 0.42042599999999997, 0.591444)"
20220317_SD02_3155.JPG,134J Body,"(0.15084, 0.455615, 0.50066, 0.9443849999999999)"
20220317_SD02_3155.JPG,35Y Body,"(0.564847, 0.217112, 1.0, 0.8887700000000001)"
20220317_SD02_3155.JPG,59E Face,"(0.125165, 0.255615, 0.43165899999999996, 0.449198)"
20220317_SD02_3155.JPG,59E Body,"(0.0, 0.255615, 0.598545, 0.9422459999999999)"
20220317_SD02_3155.JPG,35Y Face,"(0.616197, 0.217112, 0.9483649999999999, 0.410695)"
20220317_SD02_3156.JPG,Unknown Face,"(0.409193, 0.22994699999999998, 0.670756, 0.39358299999999996)"
20220317_SD02_3156.JPG,Unknown Body,"(0.317726, 0.231016, 0.701245, 0.663102)"
20220317_SD02_3157.JPG,167I Face,"(0.29847, 0.253476, 0.6434759999999999, 0.468449)"
20220317_SD02_3157.JPG,167I Body,"(0.016047, 0.253476, 0.720501, 0.9422459999999999)"
20220317_SD02_3159.JPG,167I Body,"(0.261563, 0.141176, 1.0, 1.0)"
20220317_SD02_3159.JPG,Unknown Body,"(0.0, 0.0, 0.903434, 0.898396)"
20220317_SD02_3159.JPG,167I Face,"(0.266377, 0.14438499999999999, 0.87455, 0.5679139999999999)"
20220317_SD02_3164.JPG,68E Face,"(0.41329499999999997, 0.084551, 0.775289, 0.659063)"
20220317_SD02_3164.JPG,68E Body,"(0.28396000000000005, 0.009755999999999999, 1.0, 1.0)"
20220317_SD02_3164.JPG,Unknown Body,"(0.6734100000000001, 0.328447, 0.9978319999999999, 1.0)"
20220317_SD02_3165.JPG,167I Face,"(0.38511599999999996, 0.126826, 0.607659, 0.43901399999999996)"
20220317_SD02_3165.JPG,167I Body,"(0.379335, 0.126826, 0.864162, 1.0)"
20220317_SD02_3165.JPG,Toy-Dumbbell,"(0.321212, 0.748602, 1.0, 1.0)"
20220317_SD02_3168.JPG,Unknown Face,"(0.817391, 0.19242099999999998, 0.969565, 0.5250819999999999)"
20220317_SD02_3168.JPG,Unknown Face,"(0.843208, 0.498633, 0.9812139999999999, 0.759873)"
20220317_SD02_3168.JPG,Unknown Body,"(0.7897400000000001, 0.204873, 1.0, 1.0)"
20220317_SD02_3168.JPG,G942 Face,"(0.536127, 0.145254, 0.848266, 0.708926)"
20220317_SD02_3168.JPG,G942 Body,"(0.291908, 0.14417000000000002, 0.928468, 1.0)"
20220317_SD02_3170.JPG,49Y Face,"(0.534682, 0.2504, 0.797688, 0.674238)"
20220317_SD02_3170.JPG,49Y Body,"(0.00578, 0.2504, 0.82659, 1.0)"
20220317_SD02_3171.JPG,G942 Face,"(0.346611, 0.08877, 0.778269, 0.344385)"
20220317_SD02_3171.JPG,G942 Body,"(0.12997899999999998, 0.084492, 0.988482, 0.995722)"
20220317_SD02_3171.JPG,Unknown Face,"(0.7260869999999999, 0.0, 0.928261, 0.134749)"
20220317_SD02_3171.JPG,Unknown Body,"(0.373913, 0.0, 1.0, 0.370922)"
20220317_SD02_3172.JPG,86I Face,"(0.356239, 0.277005, 0.7253149999999999, 0.494118)"
20220317_SD02_3172.JPG,86I Body,"(0.34982, 0.275936, 1.0, 1.0)"
20220317_SD02_3173.JPG,144H Body,"(0.057768, 0.053475999999999996, 0.983668, 1.0)"
20220317_SD02_3173.JPG,144H Face,"(0.062582, 0.050267, 0.5712659999999999, 0.371123)"
20220317_SD02_3174.JPG,79G Face,"(0.027280000000000002, 0.0053479999999999995, 1.0, 0.8449200000000001)"
20220317_SD02_3174.JPG,79G Body,"(0.003209, 0.006417, 1.0, 1.0)"
20220317_SD02_3175.JPG,86I Face,"(0.341763, 0.119238, 0.638728, 0.5409079999999999)"
20220317_SD02_3175.JPG,86I Body,"(0.338873, 0.058535, 0.7478319999999999, 0.9723339999999999)"
20220317_SD02_3175.JPG,Unknown Body,"(0.0014449999999999999, 0.0, 0.5462429999999999, 0.8314159999999999)"
20220317_SD02_3176.JPG,144H Face,"(0.26589599999999997, 0.28834000000000004, 0.7167629999999999, 0.943066)"
20220317_SD02_3176.JPG,144H Body,"(0.0007230000000000001, 0.001084, 0.7167629999999999, 1.0)"
20220317_SD02_3177.JPG,86I Body,"(0.22673000000000001, 0.290021, 0.601432, 1.0)"
20220317_SD02_3177.JPG,86I Face,"(0.23229899999999998, 0.290021, 0.499602, 0.6982)"
20220317_SD02_3182.JPG,58I Face,"(0.292052, 0.283422, 0.534358, 0.43315499999999996)"
20220317_SD02_3182.JPG,58I Body,"(0.24712099999999998, 0.275936, 0.714082, 0.8064169999999999)"
20220317_SD02_3183.JPG,58I Body,"(0.0, 0.25668399999999997, 0.343401, 0.77754)"
20220317_SD02_3183.JPG,46J Body,"(0.354634, 0.5016039999999999, 0.996791, 1.0)"
20220317_SD02_3183.JPG,46J Face,"(0.752595, 0.607487, 1.0, 0.771123)"
20220317_SD02_3183.JPG,58I Face,"(0.0, 0.263102, 0.21984099999999998, 0.43315499999999996)"
20220317_SD02_3184.JPG,58I Face,"(0.564847, 0.35187199999999996, 0.795921, 0.516578)"
20220317_SD02_3184.JPG,58I Body,"(0.44931000000000004, 0.35401099999999996, 0.836038, 0.8438500000000001)"
20220317_SD02_3185.JPG,58I Face,"(0.46535699999999997, 0.23957199999999998, 0.778269, 0.411765)"
20220317_SD02_3185.JPG,58I Body,"(0.06900099999999999, 0.23957199999999998, 0.8922019999999999, 0.894118)"
20220317_SD02_3186.JPG,46J Face,"(0.0, 0.706376, 0.08547, 0.911453)"
